cas_number,name,english_name,brand,specification,initial_quantity,unit,quantity,price,order_reason,applicant,order_time
1959/2/9,"(R)-2,5,7,8-四甲基-2-((4R,8R)-4,8,12-三甲基十三烷基)苯并吡喃-6-醇 ","(R)-2,5,7,8-Tetramethyl-2-((4R,8R)-4,8,12-trimethyltridecyl)chroman-6-ol
货号",毕得,25g,25,g,1,175,not_stocked,zhuminghui,
122-04-3,对硝基苯甲酰氯,"	4-Nitrobenzoyl chloride",麦克林,25 g,25,g,1,174.75,running_out,chengzengrui,
527-69-5,2-呋喃甲酰氯,2-Furoyl chloride,百灵威,5g,5,g,1,172.5,running_out,sulingyu,
87-62-7,"2,6-二甲基苯胺","2,6-Dimethylaniline",百灵威,25g,25,g,1,171.9,running_out,qiuxu,
784-38-3,2-氨基-5-氯-2'-氟二苯甲酮,2-Amino-5-chloro-2'-fluorobenzophenot_stocked,百灵威J&K,5g,5,g,1,171,not_stocked,chengzengrui,
87639-57-4,"	4-溴邻苯二甲酸二甲酯","	Dimethyl 4-bromophthalate","毕得	",1g,1,g,1,171,running_out,gengshihan,
551-93-9,邻氨基苯乙酮,"	2-Aminoacetophenot_stocked","毕得	",25g,25,g,1,170.05,running_out,chengzengrui,
7758-99-8,五水硫酸铜,Copper(II) sulfate pentahydrate,百灵威,500g,500,g,1,170,running_out,qiuxu,
142-96-1,正丁醚 超干,Di-n-butyl ether,泰坦,100mL,100,mL,1,170,not_stocked,chenlei,
30525-89-4,多聚甲醛,Paraformaldehyde,百灵威,100 g,100,g,1,169.15,running_out,tanhui,
7681-52-9,次氯酸钠,Sodium hypochlorite,Amethyst,500g,500,g,1,169,running_out,chengzengrui,
7681-82-5,碘化钠,Sodium iodide,希恩思,100g,100,g,1,167.25,running_out,chenlei,
73602-61-6,三乙胺三氢氟酸盐,Triethylamine Trihydrofluoride,欣恒研,5 g,5,g,1,165,not_stocked,chengzengrui,
63-91-2,L-苯丙氨酸,L-Phenylalanine,安耐吉,25g,25,g,1,164,not_stocked,chengzengrui,
105-67-9,"2,4-二甲苯酚, 98% ","2,4-Dimethylphenol",毕得,80g,80,g,1,163,running_out,qiuxu,
,"3-甲基-1H-1,2,4-三氮唑","3-Methyl-1H-1,2,4-triazole",毕得,1g,1,g,1,162,not_stocked,zhanghongliang,
3978-80-1,(S)-2-((叔丁氧羰基)氨基)-3-(4-羟基苯基)丙酸,Boc-Tyr-OH,毕得,25g,25,g,1,160.55,not_stocked,wanghongye,
21508-19-0,5-氯呋喃-2-甲醛,5-Chlorofuran-2-carbaldehyde,毕得,1g,1,g,1,159.75,not_stocked,sulingyu,
3524-87-6,6-甲基嘧啶-4(3H)-酮 ,6-Methylpyrimidin-4(3H)-one,毕得,250mg,250,mg,1,158,not_stocked,zhanghongliang,
1692-25-7,3-吡啶硼酸,Pyridin-3-ylboronic acid,毕得,10g,10,g,1,157,running_out,sulingyu,
6937/3/7,2-氨基异烟酸甲酯,Methyl 2-aminoisonicotinate,"	毕得",5g,5,g,1,156.75,not_stocked,xuyue,
70298-89-4,N-(吡啶-4-基)三甲基乙酰胺,"2,2-Dimethyl-N-pyridin-4-yl-propionamide",毕得,1g,1,g,1,156.6,not_stocked,chengzengrui,
1068-55-9,异丙基氯化镁 ,"Isopropylmagnesium chloride, 2.0 M solution in THF",百灵威,100ML,100,mL,1,156.4,not_stocked,douxiaodong,
18448-47-0,"
1-环己烯基-1-甲酸甲酯",Methyl 1-cyclohexene-1-carboxylate,ALADINE,1g,1,g,1,153,running_out,wangchen,
1493-27-2,1-氟-2-硝基苯,1-Fluoro-2-nitrobenzene,毕得,100g,100,g,1,151,running_out,huotongyu,
903550-26-5,1-(2-四氢吡喃基)-1H-吡唑-5-硼酸频哪酯,,毕得,10g,10,g,1,150,running_out,xuguofeng,
501-53-1,氯甲酸苄酯,Benzyl chloroformate,百灵威,25g,25,g,1,149,degraded,zhaoxinyi,
123-91-1,"1,4-二氧六环 超干","1,4-Dioxane",泰坦,100mL,100,mL,1,147.85,running_out,chenlei,
142-71-2,无水醋酸铜, Cupric acetate anhydrous,J&K,25g,25,g,1,147.75,running_out,chenlei,
872-05-9,1-癸烯,1-Decene,百灵威J&K,25mL,25,mL,1,147,running_out,chengzengrui,
7681-82-5,碘化钠,sodium iodide,毕得,100g,100,g,1,147,running_out,wangxi,
40138-16-7,2-甲酰基苯硼酸频哪醇酯,2-Formylphenyl)boronic acid,"毕得	",,,,1,147,not_stocked,chengzengrui,
1080-06-4,L-酪氨酸甲酯,H-Tyr-OMe,"毕得	",25g,25,g,1,146.2,not_stocked,wanghongye,
1907-33-1,,,,,,,1,145.35,not_stocked,admin,
773-64-8,"2,4,6-三甲基苯磺酰氯, ","2,4,6-Trimethylbenzenesulphonyl chlorid",伊诺凯,25G,25,g,1,145,degraded,wangchen,
657408-07-6,"二环己基(2',6'-二甲氧基-[1,1'-联苯]-2-基)膦","Dicyclohexyl(2',6'-dimethoxy-[1,1'-biphenyl]-2-yl)phosphine",毕得,5 g,5,g,1,144,not_stocked,zhangziyao,
411235-57-9,环丙基硼酸,Cyclopropylboronic acid,毕得,5 g,5,g,1,143,degraded,zhangcaifang,
103-50-4,苄醚,,,100 g,100,g,1,143,running_out,chenlili,
925-90-6,乙基溴化镁,Ethylmagnesiumbromide,泰坦,100ml,100,mL,1,141.55,running_out,gengshihan,
14667-47-1,2-氨基烟酸甲酯 ,Methyl 2-aminonicotinate,"	毕得",6g,6,g,1,141,not_stocked,xuyue,
3396-11-0,乙酸铯 ,Cesium acetate,毕得,"25g	",25,g,1,141,not_stocked,chenlei,
96-18-4,三氯丙烷,"1,2,3-Trichloropropane",迈瑞达,25g,25,g,1,138,not_stocked,chenlei,
7719/12/2,氯化磷(III),Phosphorus trichloride,安耐吉,100mL,100,mL,1,138,not_stocked,lvbin,
951-78-0,"1-((2R,4S,5R)-4-羟基-5-(羟甲基)四氢呋喃-2-基)嘧啶-2,4(1H,3H)-二酮","1-((2R,4S,5R)-4-Hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)pyrimidine-2,4(1H,3H)-dione
",毕得,5g,5,g,1,137,not_stocked,zhanghongliang,
51953-17-4,嘧啶-4(1H)-酮,Pyrimidin-4(1H)-one,毕得,1g,1,g,1,137,not_stocked,zhanghongliang,
616-91-1,N-乙酰-L-半胱氨酸,N-Acetyl-L-cysteine,毕得,100g,100,g,1,137,not_stocked,xuguofeng,
75-22-9,三甲氨基硼烷,Trimethylamine Borane,毕得,5g,5,g,1,136,not_stocked,lichao,
15366-34-4,3-吡唑羧酸甲酯 ,Methyl 1H-pyrazole-3-carboxylate,凯国科技,5g,5,g,1,135,not_stocked,xuyue,
1979/4/9,,,百灵威,,,,1,134.25,degraded,zhaoxinyi,
920-39-8,异丙基溴化镁," Isopropylmagnesium bromide, 1.0 M solution in THF",百灵威,100ML,100,mL,1,134,not_stocked,douxiaodong,
13939-69-0,1-哌啶酰氯,1-Piperidinecarbonylchloride,毕得,1g,1,g,1,132.75,not_stocked,sulingyu,
971-66-4,三苯基硼吡啶络合物,Triphenyl(pyridin-1-ium-1-yl)borate,毕得,5g,5,g,1,131.14,not_stocked,lichao,
1020-31-1,,,,,,,1,131,not_stocked,admin,
95-87-4,"2,5-二甲基苯酚","2,5-Dimethylphenol",百灵威J&K,25g,25,g,1,130.8,running_out,chengzengrui,
1468-83-3,3-乙酰基噻吩,3-Acetylthiophene,毕得,5g,5,g,1,129.75,not_stocked,tanhui,
52340-78-0,氢胺,"(R,R)-( )-Hydrobenzoin",毕得,1g,1,g,1,129.2,not_stocked,lvbin,
69214-33-1,"8-氯咪唑并[1,2-A]吡嗪","8-Chloroimidazo[1,2-a]pyrazine",毕得,250mg,250,mg,1,126.75,not_stocked,admin,
52244-70-9,对甲氧基苯丁醇,对甲氧基苯基丙酮,毕得,5g,5,g,1,126,degraded,dairongheng,
78269-85-9,"1-[2-(三甲基甲硅烷基)乙氧基羰氧基]吡咯烷-2,5-二酮","2,5-Dioxopyrrolidin-1-yl (2-(trimethylsilyl)ethyl) carbonate",毕得,1g,1,g,1,126,not_stocked,zhaoxinyi,
358-23-6,三氟甲磺酸酐,Trifluoromethanesulfonic anhydride,百灵威,5g,5,g,1,125.4,degraded,zhangziyao,
420-37-1,三甲基氧鎓四氟硼酸盐,Trimethyloxonium tetrafluoroborate,阿拉丁,5 g,5,g,1,124.95,not_stocked,chengzengrui,
,,2-Nitrotoluene,百灵威,25g',,,1,124.2,running_out,dairongheng,
2033-24-1,,MELDRUMS ACID,百灵威,25g,25,g,1,124,not_stocked,wangyachong,
120-80-9,邻苯二酚 ,Catechol,百灵威,100g,100,g,1,123.25,running_out,qiuxu,
28920-43-6,氯甲酸-9-芴基甲酯,FMOC-CL,百灵威,5g,5,g,1,123.25,not_stocked,zhaoxinyi,
2799-21-5,(R)-3-吡咯烷醇,,乐研,5g,5,g,1,123,running_out,xuguofeng,
111-40-0,二亚乙基三胺 ,Diethylenetriamine,毕得,500mL,500,mL,1,123,not_stocked,qiuxu,
7790-94-5,氯磺酸,Chlorosulfonic acid,毕得,100G,100,g,1,122.25,running_out,qiuxu,
73-22-3,"	L-色氨酸",L-Tryptophan,百灵威,25g,25,g,1,122,running_out,zhaoxinyi,
5815/8/7,叔丁氧基双(二甲胺基)甲烷,BREDERECK'S REAGENT,毕得医药,10g,10,g,1,121.5,running_out,xuguofeng,
814-68-6,丙烯酰氯 ,Acryloyl chloride,希恩思,25 g,25,g,1,121.5,running_out,chenlei,
36052-26-3,6-氨基吡啶甲酸甲酯,Methyl 6-aminopicolinate,"	毕得",5g,5,g,1,120.8,not_stocked,xuyue,
1634-04-4,甲基叔丁基醚 超干,Tert-ButylMethylEther,J&K,100ml,100,mL,1,120.45,not_stocked,chenlei,
65094-22-6,溴氟甲基膦酸二乙酯,Diethyl bromodifluoromethanephosphonate,麦克林,5 g,5,g,1,119,not_stocked,chengzengrui,
80522-42-5,三异丙基硅基三氟甲磺酸酯,Triisopropylsilyl trifluoromethanesulfonate,麦克林,5 g,5,g,1,118.5,running_out,chengzengrui,
32503-27-8,四丁基硫酸氢铵,Tetrabutylammonium hydrogen sulfate,毕得,100G,100,g,1,118.5,running_out,qiuxu,
55736-04-4,1-(2-氯-6-羟基苯基)乙酮,1-(2-Chloro-6-hydroxyphenyl)ethanot_stocked,毕得,1g*3,1,g,3,118.4,not_stocked,huotongyu,
52462-29-0,二氯双(4-甲基异丙基苯基)钌(II),Dichloro(p-cymene)ruthenium(II) Dimer,欣恒研,1g,1,g,1,117,not_stocked,lichao,
930-96-1,3-溴噻吩-2-甲醛,3-Bromothiophene-2-carboxaldehyde,毕得,1g,1,g,1,115.5,not_stocked,sulingyu,
6622-92-0,"2,4-二甲基-6-羟基嘧啶","2,6-Dimethylpyrimidin-4-ol",毕得,5g,5,g,1,115,not_stocked,zhanghongliang,
4025-71-2,2-苯基-乙烷磺酰氯,2-PHENYL-ETHANESULFONYL CHLORIDE,"毕得	",250mg,250,mg,1,114.3,running_out,xuguofeng,
161265-03-8,"4,5-双(二苯基膦)-9,9-二甲基氧杂蒽","(9,9-Dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine)",毕得,10g,10,g,1,113.9,running_out,zhaoxinyi,
1522-22-1,六氟乙酰丙酮,"1,1,1,5,5,5-Hexafluoropentane-2,4-dione",希恩思,5g,5,g,1,113.25,not_stocked,zhaobinzhi,
534-17-8,碳酸铯,"Cesium carbonate, 99%",Amethyst,25G,25,g,1,113.05,running_out,tanhui,
13400-13-0,氟化铯,Cesium fluoride,麦克林,10 g,10,g,1,113.05,running_out,chengzengrui,
645-45-4,3-苯丙酰氯,Hydrocinnamoyl chloride,"毕得	",25g,25,g,1,111.35,running_out,chengzengrui,
38194-50-2,(Z)-5-氟-2-甲基-1-[4-(甲亚硫酰苯基)亚甲基]-1H-茚-3-乙酸 ,"(Z)-2-(5-Fluoro-2-methyl-1-(4-(methylsulfinyl)benzylidene)-1H-inden-3-yl)acetic acid
",毕得,5g,5,g,1,111,not_stocked,zhuminghui,
115-20-8,"
2,2,2-三氯乙醇","
2,2,2-Trichloroethanol",百灵威J&K,25 g,25,g,1,111,running_out,chenlei,
1522-22-1,,"1,1,1,5,5,5-Hexafluoropentane-2,4-dione","毕得	",5g,5,g,1,110.4,not_stocked,zhaobinzhi,
73-32-5,L-异亮氨酸,,百灵威,25g,25,g,1,110,not_stocked,zhaoxinyi,
1840-19-3,3-(三氟甲基)异硫氰酸苯酯,3-(TRIFLUOROMETHYL)PHENYL ISOTHIOCYANATE,伊诺凯,5g,5,g,1,108,running_out,xuguofeng,
513-42-8,2-甲基烯丙醇,2-Methyl-2-propen-1-ol,伊诺凯,100ml,100,mL,1,108,not_stocked,lvbin,
111-96-6,二乙二醇二甲醚 超干,2-MethoxyethylEther,泰坦,100ml,100,mL,1,107,not_stocked,chenlei,
1450-75-5,5'-溴-2'-羟基苯乙酮,5'-Bromo-2'-hydroxyacetophenot_stocked,百灵威,5g,5,g,1,106.4,running_out,zhaoxinyi,
535-80-8,"	3-氯苯甲酸","	3-Chlorobenzoic acid",百灵威,25G,25,g,1,102.75,not_stocked,chenlei,
375857-66-2,"7-三氟甲基咪唑并[1,2-a]嘧啶","7-(Trifluoromethyl)imidazo[1,2-a]pyrimidine",毕得,250mg,250,mg,1,102,not_stocked,admin,
7790-38-7,碘化钯,Palladium(II) iodide,乐研,100 mg,100,mg,1,102,not_stocked,lvbin,
26952-21-6,异辛醇,,"毕得	",100g,100,g,1,101.7,not_stocked,zhaobinzhi,
4704-94-3,"2-羟甲基-1,3-丙二醇","2-(HYDROXYMETHYL)-1,3-PROPANEDIOL",毕得,250mg,250,mg,1,101.15,not_stocked,lvbin,
71-43-2,苯,Benzene,百灵威,100ml,100,mL,1,100,running_out,qiuxu,
890-38-0,,,,,,,1,100,not_stocked,admin,
358-23-6,三氟甲磺酸酐,Trifluoromethanesulfonic anhydride,百灵威,25g,25,g,1,99,running_out,zhangziyao,
3422/1/3,苯基氨基甲酸叔丁酯,tert-Butyl phenylcarbamate,毕得,5 g,5,g,1,99,not_stocked,chengzengrui,
1505-50-6,"4-甲基苯丙酸
",3-(p-Tolyl)propionic Acid,毕得,5g,5,g,1,97,not_stocked,zhuminghui,
38360-81-5,"3,5-二甲基苯硫酚","3,5-Dimethylthiophenol",毕得,1g,1,g,1,96.75,running_out,wangbingding,
20734-58-1,"1,8-双二甲氨基萘","1,8-Bis(dimethylamino)naphthalene",百灵威,5 g,5,g,1,96,running_out,chengzengrui,
57260-71-6,1-叔丁氧羰基哌嗪,tert-Butyl 1-piperazinecarboxylate,毕得,100g,100,g,1,96,running_out,huotongyu,
501-65-5,二苯乙炔,Diphenylacetylene,百灵威,5g,5,g,1,96,running_out,zhangziyao,
79-00-5,"1,1,2-三氯乙烷"," 1,1,2-Trichloroethane",阿拉丁,500ml,500,mL,1,96,running_out,chenlei,
119895-68-0,"2,2-二氟苯并[d][1,3]二氧环戊烷-4-甲醛","2,2-Difluorobenzo[d][1,3]dioxole-4-carbaldehyde",毕得,1g,1,g,1,93.75,not_stocked,zhangcaifang,
6295-87-0,1-氨基碘化吡啶,,毕得,5g,5,g,1,93.75,not_stocked,lichao,
112022-81-8,"(S)-1-甲基-3,3-二苯基四氢-1H,3H-吡咯并[1,2-c] [1,3,2]恶唑硼烷","(S)-1-Methyl-3,3-diphenylhexahydropyrrolo[1,2-c][1,3,2]oxazaborole
",毕得,10g,10,g,1,93,not_stocked,lvbin,
3240-34-4,碘苯二乙酸,(Diacetoxyiodo)benzene,,100g,100,g,1,93,running_out,chenlei,
773-99-9,1-萘乙醇,1-Naphthaleneethanol,毕得,25g,25,g,1,93,running_out,chenlili,
49623-71-4,"2,4,6-三异丙基苯甲酸","2,4,6-Triisopropylbenzoic acid",毕得医药,1g,1,g,1,92.25,not_stocked,tanhui,
29241-62-1,5-溴-6-氯烟酸,5-Bromo-6-chloronicotinic acid,毕得,5g,5,g,1,92,not_stocked,xuguofeng,
581-96-4,2-萘乙酸,2-(Naphthalen-2-yl)acetic acid,毕得,25g,25,g,1,90,running_out,mengjunhong,
81290-20-2,三氟甲基三甲基硅烷 ,Trimethyl(trifluoromethyl)silane,"毕得	",25g,25,g,1,90,running_out,chenlei,
129738-42-7,"1-[(反式,反式)-4'-(3-丁烯基)[1,1'-联环己烷]-4-基]-4-甲基苯","(trans,trans)-4-(But-3-en-1-yl)-4'-(p-tolyl)-1,1'-bi(cyclohexane)",毕得,1g,1,g,1,89.1,not_stocked,admin,
9003-07-0,聚丙烯,,源叶,100g,100,g,1,88.4,not_stocked,zhaobinzhi,
120737-59-9,4-叔丁氧羰基-2-甲基哌嗪,4-N-Boc-2-Methyl-piperazine,毕得,10g,10,g,1,88,not_stocked,huotongyu,
1069-08-5,二氯(二乙氨基)膦,Diethylphosphoramidousdichloride,毕得,5g,5,g,1,87.55,not_stocked,lvbin,
16212-05-8,(烯丙基磺酰基)苯 , (Allylsulfonyl)benzene,毕得,1g,1,g,1,87,not_stocked,admin,
590-92-1,3-溴丙酸, 3-Bromopropionic acid,百灵威,25g,25,g,1,87,not_stocked,zhuminghui,
1840-19-3,3-(三氟甲基)苯基异硫氰酸酯,3-(TRIFLUOROMETHYL)PHENYL ISOTHIOCYANATE,洪湖联合,1g,1,g,1,86.25,running_out,xuguofeng,
1840-19-3,"阿尔法,阿尔法,阿尔法位-三氟-间-甲苯异硫氰","	3-(TRIFLUOROMETHYL)PHENYL ISOTHIOCYANATE",虹湖联合,1g,1,g,1,84.15,running_out,xuguofeng,
2999-46-4,异氰基乙酸乙酯,Ethyl isocyanoacetate,虹湖联合,5g,5,g,1,84,not_stocked,xuguofeng,
7783-95-1,二氟化银,Silver(II) fluoride,3AChem,1g,1,g,1,83,running_out,chenlei,
1976/5/1,三氟乙酸,"	Trifluoroacetic acid",虹湖联合,100mL,100,mL,1,83,running_out,xuguofeng,
1976/1/7,"
五氯乙烷",Pentachloroethane,"
安耐吉",25g,25,g,1,81,not_stocked,chenlei,
3018-12-0,二氯乙腈,Dichloroacetonitrile,阿拉丁,100g,100,g,1,81,running_out,mengjunhong,
68986-76-5,噻吩-2-羧酸铜,COPPER(I) THIOPHENE-2-CARBOXYLATE,"毕得	",10 g,10,g,1,81,running_out,chenlei,
72594-77-5,BOC-L-酪氨酸乙酯,(S)-Ethyl 2-((tert-butoxycarbonyl)amino)-3-(4-hydroxyphenyl)propanoate,毕得,10g,10,g,1,80.75,running_out,wanghongye,
2950-43-8,羟胺磺酸,HYDROXYLAMINE-O-SULFONIC ACID,凯国科技,25g,25,g,1,80,running_out,lichao,
100-39-0,"	溴苄",Benzyl bromide,百灵威,25g,25,g,1,80,running_out,zhaoxinyi,
5524-05-0,"(2R,5R)-2-甲基-5-(丙-1-烯-2-基)环己酮","(2R,5R)-2-Methyl-5-(prop-1-en-2-yl)cyclohexanot_stocked",毕得,25g,25,g,1,80,running_out,lvbin,
463-71-8,硫光气,,虹湖联合,5g,5,g,1,79.2,not_stocked,zhangziyao,
7311-64-0,3-溴噻吩-2-甲酸, 3-Bromothiophene-2-carboxylic acid,毕得,10g,10,g,1,79,running_out,zhaoxinyi,
110-71-4,"	乙二醇二甲醚 超干","1,2-Dimethoxyethane",J&K,25mL,25,mL,1,78.5,not_stocked,chenlei,
7084/11/9,1-(3-二甲氨基丙基)-3-乙基碳二亚胺盐酸盐,3-(3-DIMETHYLAMINOPROPYL)-1-ETHYLCARBODIIMIDE HYDROCHLORIDE,希恩思,100g,100,g,1,78.2,running_out,wangxi,
3030-47-5,"1,1,4,7,7-五甲基二亚乙基三胺 ","1,1,4,7,7-Pentamethyldiethylenetriamine",毕得,25g,25,g,1,78,not_stocked,qiuxu,
402-45-9,,,"
百灵威J&K",1g,1,g,1,77.25,not_stocked,chenlei,
775304-60-4,"	3-(5-(2-氟苯基)-1,2,4-噁二唑-3-基)苯甲酸甲酯","	Methyl 3-(5-(2-fluorophenyl)-1,2,4-oxadiazol-3-yl)benzoate",欣恒研,250mg,250,mg,1,77,running_out,dairongheng,
16870-28-3,2-羟基-4-碘苯甲酸,,毕得,1g,1,g,1,76.5,running_out,xuguofeng,
545-06-2,三氯乙腈,Trichloroacetonitrile,Amethyst,100g,100,g,1,76,running_out,chenlei,
3018-12-0,二氯乙腈,Dichloroacetonitrile,阿拉丁,100G,100,g,1,76,not_stocked,chenlei,
16799-05-6,1-(2-溴乙基)-3-氯苯,"3-CHLOROPHENETHYL BROMIDE, 97%",毕得,1g,1,g,1,75.75,not_stocked,huotongyu,
696-41-3,3-碘苯甲醛,3-Iodobenzaldehyde,毕得,5g,5,g,1,75.75,running_out,xuguofeng,
6529-53-9,1-(2-溴乙基)-4-氯苯,4-CHLOROPHENETHYL BROMIDE  97,毕得,5g,5,g,1,75.75,running_out,huotongyu,
,氯化氢乙醇溶液,Hydrogen Chloride Ethanol Solution,伊诺凯,100 ml,100,mL,1,75,running_out,tanhui,
269410-08-4,4-吡唑硼酸频哪醇酯,4-Pyrazoleboronic acid pinacol ester,毕得,25g,25,g,1,75,running_out,huotongyu,
351422-73-6,3-氨基甲酰苯硼酸,3-Aminocarbonylphenylboronic acid,毕得,10g,10,g,1,75,not_stocked,wangyachong,
141-78-6,超干 乙酸乙酯,ethyl acetate,百灵威,500ml,500,mL,1,75,running_out,zhuminghui,
1634-04-4,甲基叔丁基醚 超干,Tert-ButylMethylEther,迈瑞达,100ml,100,mL,1,74.6,not_stocked,chenlei,
110-71-4,"	乙二醇二甲醚 超干","1,2-Dimethoxyethane",泰坦,100mL,100,mL,1,74.52,not_stocked,chenlei,
51647-90-6,"5,7-二氢咪唑并[1,2-A]嘧啶"," Imidazo[1,2-a]pyrimidine-5,7-diol",毕得,250mg,250,mg,1,74.25,not_stocked,admin,
156647-96-0,4-羟基-6-甲基嘧啶,4-Hydroxy-6-methylpyrimidine,毕得,1g,1,g,1,74,not_stocked,zhanghongliang,
,(4-溴苯基)丙酸,3-(4-Bromophenyl)propionic acid,希恩斯,25g,25,g,1,72.75,not_stocked,zhuminghui,
18087-73-5,"3-溴咪唑并[1,2-B]哒嗪","3-BROMOIMIDAZO[1,2-B]PYRIDAZINE",毕得,5g,5,g,1,72,not_stocked,xuguofeng,
42152-44-3,三氟甲磺酸亚铜,,毕得,1g,1,g,1,70,not_stocked,qiuxu,
2389-48-2,(S)-2-氨基-6-((叔丁氧羰基)氨基)己酸甲酯盐酸盐,,"毕得	",5g,5,g,1,69,not_stocked,zhaoxinyi,
1493-13-6,三氟甲磺酸,Trifluoromethanesulfonic acid,Amethyst,25 g,25,g,1,69,running_out,chengzengrui,
540-80-7,亚硝酸叔丁酯,tert-Butyl nitrite,百灵威J&K,100mL,100,mL,1,69,running_out,chengzengrui,
,,"1,3-Difluorobenzene",百灵威,25g,25,g,1,69,not_stocked,dairongheng,
96-47-9,2-甲基四氢呋喃,2-Methyltetrahydrofuran,虹湖联合,500ml,500,mL,1,68,running_out,xuguofeng,
823-96-1,三甲基环三硼氧烷,TRIMETHYLBOROXINE,百灵威,5ml,5,mL,1,,not_stocked,lichao,
5614-37-9,环戊基甲醚 超干,"	Cyclopentyl methyl ether",迈瑞达,100ml,100,mL,1,68,not_stocked,chenlei,
784-04-3,9-乙酰基蒽,9-Acetylanthracene,毕得,5g,5,g,1,68,not_stocked,tanhui,
1210-34-0,"5-羟基-10,11-二氢-5H-二苯并[a,d][7]环庚烯 ","5-Hydroxy-10,11-dihydro-5H-dibenzo[a,d][7]annulene",毕得,1g,1,g,1,68,not_stocked,zhuminghui,
2438/4/2,2-异丙基苯甲酸 ,2-Isopropylbenzoic Acid,毕得医药,250 mg,250,mg,1,67.5,not_stocked,tanhui,
80-62-6,甲基丙烯酸甲酯,Methyl methacrylate,百灵威,25ml,25,mL,1,67.5,running_out,gengshihan,
4105-21-9,"2-苯基咪唑并[1,2-a]吡啶","2-Phenylimidazo[1,2-a]pyridine",毕得,250mg,250,mg,1,67,not_stocked,zhanghongliang,
1976/1/7,"
五氯乙烷",Pentachloroethane,"
迈瑞达",25g,25,g,1,66.75,not_stocked,chenlei,
17696-11-6,8-溴辛酸,8-Bromooctanoic acid,毕得,25g,25,g,1,66.3,not_stocked,zhuminghui,
7087-68-5,"N,N-二异丙基乙胺","N,N-Diisopropylethylamine",伊诺凯,500 mL,500,mL,1,66,running_out,wangxi,
23195-62-2,"3-(2-吡啶基)-1H-1,2,4-三唑;2-(1H-1,2,4-三唑-3-基)吡啶 ","(1H-1,2,4-Triazol-3-yl)pyridine",毕得,1g,1,g,1,66,not_stocked,zhanghongliang,
107-15-3,乙二胺,Ethylenediamine,通广精细,500mL,500,mL,1,66,degraded,xuguofeng,
781-73-7,2-乙酰芴, 2-Acetylfluorene,毕得,5g,5,g,1,66,not_stocked,tanhui,
32677-01-3,L-谷氨酸二叔丁酯盐酸盐,,伊诺凯,5g,5,g,1,64,not_stocked,zhaoxinyi,
111-36-4,异氰酸丁酯,,百灵威,25ml,25,mL,1,63.65,not_stocked,wanghongye,
1628-89-3,2-甲氧基吡啶,2-Methoxypyridine,jk,25g,25,g,1,63,running_out,zhuminghui,
1976/5/1,三氟乙酸,Trifluoroacetic acid,百灵威,100g,100,g,1,63,running_out,zhaoxinyi,
1628-89-3,"2-甲氧基吡啶
",2-Methoxypyridine,百灵威,25g,25,g,1,63,running_out,zhuminghui,
304-59-6,L-酒石酸钾钠,L-Potassium sodium tartrate,毕得,25g,25,g,1,63,not_stocked,zhaoxinyi,
1008-88-4,,"
3-Phenylpyridine",毕得,5g,5,g,1,62,running_out,lichao,
4294-57-9,"	对甲苯基溴化镁","	p-Tolylmagnesium bromide",百灵威J&K,100ML,100,mL,1,61.8,running_out,gengshihan,
79-37-8,草酰氯 ,Oxalyl chloride,百灵威,25g,25,g,1,60.75,running_out,zhuminghui,
534-13-4,"N,N′-二甲基硫脲",Dimethylthiourea,欣恒研,25g,25,g,1,60.75,not_stocked,chenlei,
2019-34-3,3-(4-氯苯基)丙酸,3-(4-Chlorophenyl)propanoic acid,毕得,10g,10,g,1,60,not_stocked,zhuminghui,
16793-91-2,1-(2-溴乙基)-2-氯苯,2-CHLOROPHENETHYL BROMIDE,毕得,1g,1,g,1,60,not_stocked,huotongyu,
79-36-7,二氯乙酰氯,,TCI,,,,1,59.25,not_stocked,zhaoxinyi,
822-67-3,2-环己烯醇,2-CYCLOHEXEN-1-OL,毕得,1g,1,g,1,59,not_stocked,qiuxu,
18791-75-8,4-溴-2-噻吩甲醛,4-Bromothiophene-2-carboxaldehyde,百灵威,5g,5,g,1,58,running_out,sulingyu,
75-65-0,叔丁醇,tert-butyl alcohol,虹湖联合,500mL,500,mL,1,57.8,running_out,chenlili,
102-93-2,,,,,,,1,57.75,not_stocked,admin,
61717-82-6,2-碘酰基苯甲酸,IBX,毕得,100g,100,g,1,57.75,running_out,qiuxu,
776-04-5,邻三氟甲基苯磺酰氯,2-(Trifluoromethyl)benzenesulfonyl chloride,毕得,25g,25,g,1,57.75,not_stocked,chengzengrui,
,双苯磺酸甲烷,Bis(phenylsulfonyl)methane,毕得,,,,1,56.95,not_stocked,chengzengrui,
503-29-7,杂氮环丁烷 ,Azetidine,毕得,1g,1,g,1,56,not_stocked,wanghongye,
429-41-4,四丁基氟化铵, Tetrabutylammonium fluoride 1.0 M solution in THF,JK,100ML,100,mL,1,56,running_out,douxiaodong,
865156-68-9,"6-溴咪唑并[1,2-A]嘧啶","6-Bromoimidazo[1,2-a]pyrimidine",毕得,1g,1,g,1,56,not_stocked,admin,
30186-18-6,1-(4-溴-2-羟基苯基)乙酮,1-(4-Bromo-2-hydroxyphenyl)ethanot_stocked,毕得,10g,10,g,1,55.5,running_out,zhaoxinyi,
